5.5421,5.5427,2025-06-25 13:06:27.991
5.5139,5.5145,2025-06-26 13:04:42.803
5.4753,5.4759,2025-06-27 13:07:41.25
5.4565,5.4571,2025-06-30 13:06:30.905
5.4505,5.4511,2025-07-01 13:07:32.146
5.4506,5.4512,2025-07-02 13:04:38.929
5.4202,5.4208,2025-07-03 13:06:25.914
5.4084,5.409,2025-07-04 13:04:29.081
5.4546,5.4552,2025-07-07 13:02:56.534
5.4565,5.4571,2025-07-08 13:02:57.103
5.462,5.4626,2025-07-09 13:05:35.887
5.5427,5.5433,2025-07-10 13:02:47.699
5.5716,5.5722,2025-07-11 13:06:52.832
5.5589,5.5595,2025-07-14 13:08:30.186
5.5569,5.5576,2025-07-15 13:04:30.654
5.5716,5.5722,2025-07-16 13:08:40.079
5.5731,5.5737,2025-07-17 13:02:31.315
5.546,5.5466,2025-07-18 13:11:35.417
5.5619,5.5625,2025-07-21 13:03:57.875
5.5703,5.5709,2025-07-22 13:05:47.678
5.5531,5.5537,2025-07-23 13:05:33.442
5.5233,5.5239,2025-07-24 13:09:01.076
5.542,5.5426,2025-07-25 13:06:43.63
5.5871,5.5877,2025-07-28 13:07:39.179
5.5758,5.5764,2025-07-29 13:15:54.91
5.6028,5.6034,2025-07-30 13:14:11.184
5.6015,5.6021,2025-07-31 13:02:33.384
5.543,5.5436,2025-08-01 13:03:03.851
5.5107,5.5113,2025-08-04 13:08:34.124
5.5113,5.5119,2025-08-05 13:04:58.588
5.4796,5.4802,2025-08-06 13:06:39.08
5.4632,5.4638,2025-08-07 13:10:28.166
5.4248,5.4254,2025-08-08 13:10:46.139
5.4467,5.4473,2025-08-11 13:09:01.083
5.4046,5.4052,2025-08-12 13:10:27.976
5.3922,5.3928,2025-08-13 13:12:29.288
5.4089,5.4095,2025-08-14 13:08:26.774
5.3922,5.3928,2025-08-15 13:02:59.023
5.4149,5.4155,2025-08-18 13:11:11.455
5.471,5.4716,2025-08-19 13:04:41.55
5.472,5.4726,2025-08-20 13:12:26.131
5.4822,5.4828,2025-08-21 13:10:49.662
5.4386,5.4392,2025-08-22 13:06:18.381
5.4168,5.4174,2025-08-25 13:06:50.314
5.4212,5.4218,2025-08-26 13:06:46.354
5.4422,5.4428,2025-08-27 13:13:21.409
5.4109,5.4115,2025-08-28 13:13:18.872
5.4258,5.4264,2025-08-29 13:10:21.165
